record_id,title,content,publication_date
353579,"di dki setiap keluarga sudah diberi paket bantuan sebesar rp1,2 juta. hanya penyaluran bantuan bertahap.","sebaiknya pemerintah pusat membagi sembako di jawa barat, banten, jawa tengah, jawa timur dan diluar jawa. sebab di dki setiap keluarga sudah diberi paket bantuan sebesar rp1,2 juta. hanya penyaluran bantuan bertahap",20-apr-20
353712,"poster gubernur lampung hari kamis, tgl 7 april 2020 kami menutup akses masuk gerbang bakauheni","dengan ini kami memberi waktu kepada keluarga besar kami yang masih diperantauan…hingga hari kamis, tgl 7 april 2020. kami menutup akses masuk gerbang bakauheni,dan akan membuka kembali pada hari jumat,tgl 29 mei 2020.",5-apr-20
354284,"puteri ameera, anaknya raja salman","ini puteri ameera, anaknya raja salman. tidak pakai hijab kok tak dipersoalkan? kalau disini dikafir2kan loh.",25-jan-20
354658,sosok misterius oligarki?,sosok misterius siapa ini di belakang pak jokowi? oligarki?,23-nov-19
354693,pasti ada yang naruh bom sama tukang gojek agar islam pun di sudutkan di tuduh teroris,"afwan, info bukan bom bunuh diri akh, tapi driver gojek dapat orderan barang ke poltabes. qadarullah sampe sana barang yang dibawa meledak, jadi bukan driver gojek yang bunuh diri, tapi driver gojek yang jadi korban. afwan, ana hanya meluruskan, agar tidak terjadi fitnah karena menyangkut pribadi seseorang.",14-nov-19
355012,klarifikasi terkait isu perubahan nama terminal di bandara soekarno-hatta,"atas isu tersebut, pihak angkasapura ii berikan klarifikasi. executive general manager bandara internasional soekarno-hatta, agus haryadi menegaskan tidak ada pergantian atau penambahan nama pada bandara internasional soekarno-hatta (soetta) maupun terminal 1, terminal 2, dan terminal 3 di bandara tersebut.",17-sep-19
355679,curang kok jangan diviralkan,"curang kok jangan diviralkan..
kalau gak mau viral ya jangan curang…",8-may-19
355732,foto wiwik sri rahayu asal surabaya yang divonis hukuman pancung di arab saudi,"sesama bmi mari kita doakan mbak mega mendung atau wiwik sri rahayu asal surabaya jawa timur yang baju warna merah semoga bisa terbebas dari kasus yang menjerat nya. desa desus dia di vonis hukuman pancung semoga pihak kjri bisa membantu pendampingan terhadap korban tersebut. dengan dapat bantuan pendampingan hukum saat ini dia berada di penjara beriman jeddah. dia pekerja ilegal tersandung kasus di jeddah al hamra, dengan tuduhan membantu bmi lainnya melakukan aborsi atau giret. ditemukan, satu paket pil stotec di tas nya",29-apr-19
355897,foto suntingan capres kartu,capres kartu..,7-apr-19
356282,alasan din syamsuddin mundur dari utusan khusus presiden,"#sobatwaras dan #porosakalsehat….
satu2nya jalan menghentikan kebohongan dan janji2 palsu pak jokowi adalah pastikan tanggal 17 april 2019, tidak memilihnya…! dan kawal/pastikan #2019prabowopresidenri…

dan narasi pada gambar :",5-feb-19
356315,pesan berantai lazada grand prize hadiah ratusan juta rupiah,lazada grandprize !!! selamat anda t`pilih pemenang jutawan lazada rp.175jt no.id (kbr99d7) info kunjungi di : www.infogebyarlazada.blogspot.com,30-jan-19
356900,kasih tau yang lain bre :) saling mengingatkan,kasih tau yang lain bre 🙂 saling mengingatkan,20-oct-18
356964,: penyerang masjid quwwatul dari partai pdip,: penyerang masjid quwwatul dari partai pdip,10-okt-18
357024,zionis israel menebar virus aids disetiap pembalut wanita,kabar duka untuk kita umat islam nandang burhanudin,03-okt-18
357125,kemenkeu tidak memblokir rekening ruben ps marvey yang berisikan dana bantuan pembangunan papua,"ratna sarumpaet menuding pemerintah telah melakukan pemblokiran terhadap rekening salah seorang warga asal papua. tudingan itu berasal dari laporan ruben ps marey yang mendatangi ratna sarumpaet crisis center (rscc). ruben mengaku simpanan dana dari world bank sebesar rp23,9 triliun untuk pembangunan papua yang tersimpan di rekening pribadinya sejak 2016 telah hilang.",19-sep-18
357198,"tangkapan layar berita di detik, republika dan kompas hasil suntingan","detik @ kamis 06 september 2018, 10:18 wib: “pengacara: yang belanja siapa, kok pakai nama roy suryo?”, berita yang benar di detik.",9-sep-18
357277,kpai bantah 55 anak meninggal karena korban vaksin,"bahwa tidak benar adanya 55 anak yang wafat karena menjadi korban vaksin. ini berita hoaks, mohon kita semua dapat melakukan re-check terhadap informasi yang perlu diklarifikasi,",28-agu-18
357628,kepolisian bantah telah menangkap pelaku jambret di cempaka putih,"“iya identitas sudah dikantongi, kami masih lakukan penyelidikan mas,” kata komisaris rosiana",5-jul-18
358676,"donald trump jalin kerjasama dengan hary tanoe, mnc group akan jadi alat propaganda islam","“???”
“donald trump jalin kerjasama dengan hary tanoe, mnc group akan jadi “alat propaganda” islam”",23-dec-17
359144,: australia ingatkan indonesia tentang jendral gatot yang haus kekuasaan,australia ingatkan indonesia tentang jendral gatot yang haus kekuasaan,30-sep-17
359314,tni masuk masjid di tasik pakai sepatu,beredar postingan dari user fb akun verry ghenny tentang personel tni masuk masjid di tasik pakai sepatu,10-jun-17
359759,tips hindari ancaman pidana menyebarkan hoax,tips hindari ancaman pidana menyebarkan hoax,8-jan-17
359906,produk makanan apollo mengandung babi,"mohon sebarkan! 1 kali anda membagikan kiriman ini maka akan menolong jutaan manusia!
 
 stop!! jajanan “apollo” ini terbukti mengandung babi, untuk ummat muslim jangan konsumsi lagi! tolong bantu sebarkan …..",14-dec-16
360071,tuduhan azam kepada guntur,"provokator kericuhan ini, sebelumnya ditangkap aparat kepolisian setelah melakukan provokasi dengan melempari botol minuman dari arah demonstran ke arah petugas keamanan. ia pun mengaku wartawan salah satu media (kompas).
 
 tetiba, sosok wajah dan tubuhnya hadir di kompas tv dan telah berubah status menjadi korban kericuhan.
 
 hebat, ‘kan?",7-nov-16
360136,isu warga kehormatan acandra tahar,di amerika walau anda warga negara asing namun prestasi anda luar biasa maka pasti mendapat hak istimewa berupa extra ordinary person atau semacam honorary citizen dan dapat green card pada awalnya dan kemudian passport.,15-aug-16
360323,ketaatan dan loyalitas tni hanya kepada presiden,"kataatan dan loyalitas tni hanya kepada presiden, bocah gemblung, tni itu harus taat dan setia pada negara kesatuaan republik indonesia.",16-dec-15
360491,prabowo resmi jadi wakil presiden,"duni4 terkejut !!
 
 prabowo resmi akan jdi w4k1l presiden indonesia..",20-aug-20
360550,foto motor beserta pengendaranya terbakar akibat ponsel,kejadian bebrpa menit yg lalu akibat menyimpan hp di dlm jok motr.. posisi keadaan membawa bensin 1 jrigen,15-aug-20
360591,video animasi penyebaran virus corona,"animasi penyebaran virus corona, semoga kita semua dijauhkan dari penyakit virus corona ini yaa amiiin…",11-aug-20
360826,hanya bermodalkan ini mereka ingin mahzulkan presiden,hanya bermodalkan ini mereka ingin mahzulkan presiden…!!! tepok jidat,24-jul-20
361219,video barack obama melempar hadiah dari melania trump,"trump dan isteri mengunjungi obama utk sowan dan sekedar mengambil hati atas tindakan polisi kulit putih yang menembaki org kulit hitam…lalu beri hadiah ke isteri obama…..tapi apa yg terjadi…?? obama langsung mengambil cinderamata/hadiah tersebut,dan langsung melemparnya",12-jun-20
361479,logo di sembako bantuan presiden. logo garuda di ganti dengan bintang,parah….!!! lambang indonesia dirubah tolong jelaskan mengapa logo di sembako bantuan presiden. logo garuda di ganti dengan bintang. ingat ya… diganti garudanya. mungkinkah ini tanda indonesia akan hilang??,14-may-20
361594,video penampakan kuntilanak di rumah sakit galang batam,"selamat menonton video ini,video ini diambil dari salah satu cctv yang ada dirumah sakit galang batam, dimana rumah sakit ini dibuat pihak pemerintah batam untuk mengisolasi atau mnyembuhkan saudra2 kita yg terinfeksi covid-19.",6-may-20
361812,foto percuma di lock down,"maaf menurut pribadi saya sendiri, percuma di lock down untuk masyarakat yang ada di pulau lombok khususnya bosq gagah yang ada di atas sana. kalau masih airpot di buka dan pelabuhan, untuk pelabuhan tetap dibuka tapi ada pengecualian khusus untuk angkutan domistik/pangan dan itu pun harus dengan pengawalan yang ketat. semakin bos-bosq di atas sana menekan rakyat untuk tetap berdiam diri untuk diam di rumah, itu sama halnya bosq yang di atas sana membunuh rakyat anda sendiri, percuma untuk bersosialisai ke rakyat yang di bawah kalau pintu masuk virus tetap terbuka di biarkan begitu saja bebas.",14-apr-20
362118,foto 1 korban dlm pengawasan covid-19 di rs wahidin mks setelah bersalaman dgn menhub budi karya,1 korban dlm pengawasan covid-19 di rs wahidin mks setelah bersalaman dgn menhub budi karya,18-mar-20
362136,"anjuran mantan menkes, jemur uang di bawah sinar matahari selama 30 menit bisa cegah penularan","assalamualaikum, saya menganjurkan kepada kita semua untuk membawa plastik bening ukuran 1 kg kalau keluar. pastikan semua uang kembalian jangan dipegang, tapi masukan ke kantong plastik itu dan tutup rapat. setelah ada kesempatan jemur plastik tersebut beserta uang tadi di matahari,.paling tidak 30 menit, insyaa allah sudah cukup aman. mari kita mulai putuskan mata rantai penularan dari diri kita sendiri. insyaa allah bermanfaat",17-mar-20
362211,video penyiksan terhadap muslim india trus terjadi,"astagfirullah…😭😭
 penyiksan terhadap muslim india trus terjadi ..
 
 ya allah, hancurkanlah kafir² biadab hinduva segera aamiin yra..
 cc @queenaira_88 @sofieborneonew @ddipram @unbricker @rhien_nizar @dapunthah @yurofa_albarok",12-mar-20
362241,"foto suspect corona sudah di rs saleh probolinggo, semoga kita diberi perlindungan","suspect corona sudah di rs saleh probolinggo, semoga kita diberi perlindungan",8-mar-20
362331,video penampakan ribuan burung gagak di kota wuhan china!,video penampakan ribuan burung gagak di kota wuhan china!,19-feb-20
362568,foto sam si koala dan cooper & merlot,"selamat pagi twitter, masih sedih disini tapi kita harus kuat dan mendukung semua orang”.
 
 (“a very good morning twitter, still sad over here but we gotta be strong and support everyone”).",7-jan-20
362618,nigerian boys roasted to death,nigerian yahoo boys roasted to death in mexico (graphic pics) – crime – nairaland,1-jan-20
363490,video menag dan forum lgbtiq penerima penghargaan,kiamat makin dekat” istigfhar bareng2 yuuu,20-jul-19
364241,mozaik betawi pilih nomor 2,"ini baru betawi 100%..
betawi punya gayeee.",13-mar-19
364506,prabowo shalat jumat di mana? kami sudah keliling masjid tapi tak ketemu,"maaf saya cuma ingin tahu, di mana. tapi selama ini pendukungnya tak mampu memberikan jawaban. tanggung jawab ijtima ulama mana?",31-jan-19
364631,simbol jari telunjuk dan jempol adalah dukungan secara tak sadar dari kampret untuk jokowi,"“tanpa kampret sadari mereka ikut mendukung jokowi 2 periode… lanjut pret,” tulis akun facebook harris ahmad (@harris.asing), rabu (9/1).",11-jan-19
364658,pasien peserta bpjs rawat inap pindah ke gerbang tol,"besok klu sakit, bangsal pindah ke jalan tol gaes…
masih muat banyak
gue jg peserta bpjs … hikhikhik… ",8-jan-19
364672,video panwaslu dan kpu dibuka belangnya oleh anggotanya sendiri,*panwaslu dan kpu* dibuka belangnya di forum rapat oleh anggotanya sendiri..‼ *masih perlukah indonesia ada pemilu ⁉* *waspada & hati2 kpu curang & berpihak* ,5-jan-19
364766,metro tv sebut kegiatan parade harmoni ternate adalah dalam rangka menyambut natal,"pemirsa, warga ternate, maluku utara mempunyai cara tersendiri dalam menyambut hari raya natal, mereka menggelar festival kebudayaan ternate harmoni yang melibatkan semua unsur umat agama di ternate,",23-dec-18
364790,whatsapp berikan hadiah natal berupa paket internet gratis 35gb dalam 6 bulan,"whatsapp: hadiah natal
dapatkan 35 gb internet gratis
www.35gb-4g.id",17-dec-18
365248,foto jokowi hasil suntingan,“masak orang seperti ini pantas sebagai presiden”,30-sep-18
365305,"pekerja lrt ditangkap di karawang, disangka tentara merah pkc",hasil tangkapan semalam di karawang…pekerja lrt…ternyata tentara merah pkc…viral kan…,20-sep-18
365392,"post yang membagikan berita usut korupsi asian games, polda metro periksa erick tohir","usut korupsi asian games, polda metro periksa erick tohir",9-sep-18
365467,"dirumorkan punya aturan baru pembatasan waktu pasien bertemu dokter, bpjs angkat bicara","kepala humas bpjs kesehatan, m. iqbal anas ma’ruf : “sekarang diuji coba dulu untuk dapat melakukan rujukan ke rs bagi pasien yang secara indikasi medis memerlukan pelayanan spesialis. (sistem rujukan) menggunakan it atau online,”",29-agu-18
365521,dukungan kh said aqil siradj ke prabowo-sandiaga,"ketum pbnu: warga nu bebas pilih siapa saja, saya pribadi dukung prabowo",22-agu-18
365713,meme ustadz abdul somad dukung jokowi,"hari ini saya sampaikan kepada masyarakat indonesia, saya beralih dan mendukung bapak joko widodo",20-jul-18
365719,tidak ada pesawat yang tenggelam seperti terlihat di google maps,"pesawat mh370 ,yang hilang dari tahun 2014",19-jul-18
365975,tiket pesawat jakarta-surabaya jelang lebaran rp4 juta per penumpang,harga tiket pesawat lebaran meroket tak terkendali tanpa ada kontrol lagi,4-jun-18
366070,kurma impor produksi israel,"*jangan dibeli*
 dr. anang saifuddin, ma
 dosen uin antasari bjm
 inilah daftar merk kurma import asal israel,negara ini membunuhi kaum muslimin :
 as we prepare for ramadhan, please take special care to avoid buying israeli dates, which are sold under these brand names:
 bomaja
 carmel agrexco
 delilah
 desert diamond
 hadiklaim
 jordan plains
 jordan river
 king solomon
 paradise dates
 rapunzel
 red sea
 royal treasure
 shams
 tamara.
 bantu sebarkan…
 terima kasih”",13-may-18
366139,"tidak ada bom di pesawat lion air jt 120 rute cengkareng - tanjung pandan, belitung","dengan kerja sama yang baik antara kru pesawat, petugas layanan di darat (ground handling) dan petugas keamanan bandar udara (aviation security/ avsec) proses pemeriksaan diselesaikan secara tepat dan benar. hasilnya tidak ditemukan barang bukti berupa bom seperti yang diinfokan salah satu penumpang kami,",3-may-18
366370,kelahiran anak sapi mirip manusia efek mistis,"bagimana sapi bae bae so orang yang ba kase maso, bukan sapi lagi. bukan kaluar kamari setengah sapi setengah manusia.
 lia kasana itu muka lo sapi kalau mirip sapa. kalau ada, so dia no dipi pelaku. hahahaha…. #bakuskedu
 tapi kejadian sapi berkelainan genetik ini terjadi di desa imana, kec. atinggola, kab.gorut. status sapi so mati.",26-mar-18
366520,admin mca sebelum tertangkap polisi lagi menikmati makan bareng @fadlizon @prabowo,"ternyata oh ternyata…..ini aktor d balik semua isu itu. admin mca sebelum tertangkap polisi lagi menikmati makan bareng
 @fadlizon @prabowo .
 
 http://m.facebook.com/story.php?story_fbid=221814988396342&id=100017035269405
 
 cc
 @bellanegoro
 @dukungnkri
 @el_jojoel
 @hansjedi671
 @p3nj3l4j4h",1-mar-18
366724,7500 jadi 7600 oh pakde kenapa anda diam?,"“7500 jadi 7600
 oh pakde kenapa anda diam?”
 “pakde mah gitu
 suka diem2 kalo naikin harga
 premium dipunahkan
 pertalite dinaikkan”
 pertalite dinaikkan",23-jan-18
366987,tabung gas elpiji 3kg di makassar ditarik,tabung gas elpiji 3kg di makassar ditarik,5-dec-17
367066,tanda kiamat air menjadi api,"tanda kiamat air menjadi api… ya allah haramkanlah neraka atas jasadku, kedua orangtuaku, dan semua yg mengucap aamiin dikomentar.. sdh nonton komen aamiin n share ya…",21-nov-17
367583,acara international khilafah forum 1438 h,acara international khilafah forum 1438 h,23-apr-17
367589,ketika anies-sandi menang dengan kekuatan kaum radikal indonesia,ketika anies-sandi menang dengan kekuatan kaum radikal indonesia,20-apr-17
367784,mesin penyedot suara dari tiongkok mulai bermain,"mesin penyedot suara dari tiongkok mulai bermain, #kpu_dki_dihack
 website kpu gampang jebol, karena scriptnya telanjang",16-feb-17
367803,"aa gym : lebih baik pilih pemimpin koruptor tapi muslim. daripada pemimpin bersih, jujur tapi kafir ","lebih baik pilih pemimpin koruptor tapi muslim. daripada pemimpin bersih, jujur tapi kafir (non muslim)",9-feb-17
368454,foto jalan tomohon-manado,jalan tomohon-manado,30-mar-16
368701,foto anies baswedan memegang lem kaleng,ab capres 2024 anda siap bela saya saya siapkan kebutuhan anda,18-aug-20
368943,foto setelah dipecat pan dia benar2 jadi gelandangan politik,"setelah dipecat pan dia benar2 jadi gelandangan politik,beginilah kalau orang selalu menghina simbol negara.",29-jul-20
369052,marc marquez tiba di bandara internasional sultan hasanuddin lanjut menuju kediaman daeng naba tukang urut,marc marquez tiba di bandara internasional sultan hasanuddin dan langsung menuju terminal mallengkeri dan lanjut menuju jeneponto di kediaman daeng naba tukang urut,22-jul-20
369524,penjara 6 tahun dan denda rp 1 miliar bagi pelaku informasi hoax,"penulis, pengirim, dan atau penyebar berita bohong atau hoax harus berhati-hati. pelaku bisa diancam pidana penjara enam tahun dan atau denda rp 1 miliar.",20-nov-16
369683,ulama windusari dijemput paksa terkait covid-19,"mohon agar waspada ini kejadian diwindusari mereka sudah mulai(menjemput) menculik secara halus kyai, pengasuh pondok dengan menvonis yang bersangkutan positif korona. lokasi pondok pesantren di ds kiringan,gondangrejo windusari",14-may-20
369716,jalur perbatasan sintang pinoh ditutup pemkab melawi,"semoga wacana pemerintah melawi benar…ini langkag yg tepat…krna ditinggal tanggal itu arus keluar masuk org sangatlh padat…#langkah yang tepat…karena sekarang ini dari 14 kabupaten yg ada di kalbar, sekadau dan melawi yg masih dikatakan aman,blm ada yg positif…",12-may-20
370090,mantan manajer rapp dan istri terpapar covid-19,"tanggal 22 maret, jt dan istri dan anak anaknya ke riau, dan tinggal di perumahan graha akasia, sempat ke rapp komplek, sempat kebaktian di gereja gpdi yg banyak umatnya orang rapp.",6-apr-20
370192,"muncul virus baru di china selain corona, #hantavirus","belum usai china pulih dari hantaman virus corona covid-19, muncul virus baru yang lebih mematikan. ya, daya membunuh virus baru yang dijuluki hantavirus ini ternyata lebih cepat, hanya dalam hitungan jam.",27-mar-20
370388,kokain membunuh coronavirus,"breaking news, cocaine kills coronavirus, scientists shocked to discover that this drug can fight the virus.",13-mar-20
370463,pantesan si tuan narendra modi makanannya kayak gini,"pantesan si tuan narendra modi makanannya kayak gini, pantaslah otaknya sapi",2-mar-20
370629,pemberitahuan kementerian kesehatan: metode pencegahan virus corona dengan minum air hangat,"pemberitahuan kementerian kesehatan kepada publik bahwa virus corona influenza kali ini serius. metode pencegahannya adalah menjaga tenggorokan tetap lembab, jangan sampai tenggorokan anda mengering. dengan demikian jangan menahan dahaga anda karena begitu membran di tenggorokan anda kering, virus akan menyerang ke dalam tubuh anda dalam waktu 10 menit. minumlah 50-80 cc air hangat, 30-50 cc untuk anak-anak, sesuai umur.",30-jan-20
370635,"sabotase sepanjang jalan kramat raya, jakpus.  resapan gorong air dimasukin karung pasir agar tersumbat.",#viralkan : sabotase sepanjang jalan kramat raya jakpus resapan gorong air di tumpuk karung pasir 27 jan’20 jam 22.00,29-jan-20
370648,video cacing datang di kaleng,"jangan minum langsung dari kaleng bir, soda, jus dan lain-lain terutama minuman manis, hindari dan gunakan cangkir. spesies cacing ini datang sangat kecil di kaleng, menempel di bibir anda dan menggali ke dalam kulit anda dan berkembang menjadi apa yang anda lihat. diperingatkan”",28-jan-20
370706,"pembelaan raja agung sejagad: yang plonga plongo bisa jadi pemimpin, masa saya ndak boleh jadi raja?","pembelaan raja agung sejagad: yang plonga plongo bisa jadi pemimpin, masa saya ndak boleh jadi raja?,",16-jan-20
370861,nestapa lombok blm berakhir laut mulai retak2 sudah,"nestapa lombok blm berakhir laut mulai retak2 sudah..
 buat yg lg d pulau jawa atau ada keluarga d pulau jawa",25-dec-19
370875,menhan prabowo meminta pada menhan china untuk membebaskan para sandara yang di tahan di cham militer china,"beredar kabar bahwa 16 desember 2019 tepatnya hari senin kemarin menhan prabowo subianto sudah hadir di china dan berjumpa pada menhan china..
 menhan prabowo meminta pada menhan china untuk membebaskan para sandara yang di tahan di cham militer china..",22-dec-19
370882,attempted assassination of a saudi prince,"attempted assassination of a saudi prince, today",21-dec-19
371433,klarifikasi terkait isu terlantarnya mahasiswa ntb di korea selatan,"kondisi baik baik saja dan sedang kursus bahasa, nggak ada yang terlantar, kelewatan saja teman-teman bikin hl (head line) . memang belum masuk kuliah karena harus kursus bahasa dulu",9-sep-19
371551,beberapa jalan di kota malang sudah terapkan tilang elektronik,"buat dulur2 smua, hati2 di jln poros mulai dr sabilillah sampai alun2 kota malang, sudah di terapkan tilang elektronik, jangan main hp, jng lewati garis rambu traffic light, roda dua lewat jalur lambat ya!
 jgn lupa pasang sabuk pengaman!
 hari ini mulai uji coba",22-aug-19
371584,orang mati hidup kembali di sampang ternyata pura-pura karena terlilit hutang.,"mau dimandikan,,
 orang mati hidup kembali di sampang – madura",9-aug-19
371647,"megawati : jokowi itu idaman seluruh alam, bahkan alien saja mau di pimpin oleh beliau.","ada yg lebih lucu sodara2…
 saya pribadi ihklaskan kalo jokowi memimpin alien 😂🤣
 sudah tdk ada kata2 untuk memuji nih emak…sampai alien di bawa2",25-jul-19
371649,"said aqil: negara china bukan negara komunis, yang komunis itu justru arab?","said aqil: negara china bukan negara komunis, yang komunis itu justru arab?",25-jul-19
371723,"imunisasi adalah tipu daya zionist, yang sebenarnya memasukkan bibit penyakit untuk jangka pendek maupun panjang",immunisasi adalah tipu daya zionist…yg sebenarnya memasukkan bibit penyakit untuk jangka pendek maupun panjang…,14-jul-19
371780,cnn internasional bilang,"the president of indonesian, mr. jokowi does not made conversation with the other leaders, because he can’t speaks english well",6-jul-19
371932,pertemuan referendum raja dan sultan senusantara,berita terbaru hari ini ~ edisi 30 mei 2019 malam ~ kini giliran sultan dan raja se nusantara !!!,1-jun-19
372224,data di mabes tni berdasarkan formulir c1,cek tangkapan layar.,18-apr-19
372475,disdikbud lampung tengah keluarkan surat kepada kepala sekolah agar mengirim siswanya untuk menyambut kunjungan presiden jokowi,"pemerintah kabupaten lampung tengah
dinas pendidikan dan kebudayaan
jl. hi. muchtar no. 01 telepon (0725) 26212 fax. (0725) 26212
gunung sugih lampung tengah provinsi lampung 34161
email: dinaspendidikanlampugtengah@gmail.com",8-mar-19
372572,video habib rizieq joged bersama penari perut.,pantes aja dia ga mao pulang2,16-feb-19
372738,"artikel sangat berharga: pengakuan jujur jusuf kalla, perjuangan moral jokowi","*artikel sangat berharga*

pengakuan jujur jusuf kalla terhadap keberhasilan joko widodo dalam mengelolah negara, sehingga indonesia perlahan lolos dari beban utang peninggalan era soeharto dan masa sby, yang telah membuat indonesia harus menanggung utang hingga rp. 6000 triliun dengan dalih ‘subsidi,’ yang hanya memperkaya dirinya sendiri dan konco-konconya; silahkan membaca tulisan berikut sampai selesai, agar kita paham mengapa kini indonesia perlahan menjadi negara hebat di asia dalam kurun waktu yang tidak terlalu lama di era joko widodo.",23-jan-19
373300,"waduh,, penyusup dari china berdatangan mulu","waduh,, penyusup dari china berdatangan mulu.. bisa kegusur kita kalau pulau reklamasi teluk jakarta nggak muat buat nampung mereka..",19-oct-18
373355,kepolisian tepis isu penyerangan oleh warga rumpin bogor,infonya 7 desa dari rumpin mo ada penyerangan .,09-okt-18
373371,gantungan kunci gratis dipasang gps,di pom bensin byk yg ksh gantungan kunci ini gratis,09-okt-18
373702,: bmkg mataram menghimbau agar warga tidak langsung percaya akan bencana hebat yang akan terjadi pada 26 agustus 2018 mendatang,"belum lama ini, di media sosial beredar unggahan tentang deretan bencana dan gempa yang terjadi pada tanggal 26 dan hari minggu.",23-agu-18
373730,"bisa terbang dan stoppie, jokowi ternyata pakai pemeran pengganti, ini dia sosoknya","wow, adegan terbang di atas yamaha fz1 juga stoppie dilakukan presiden",19-agu-18
373732,bnpb kecewa ada yang sebar hoax bantuan gempa lombok,"kepala pusat data, informasi, dan humas bnpb sutopo purwo nugroho kecewa soal penyebaran bantuan untuk korban gempa lombok yang diwarnai berita bohong (hoax).",18-agu-18
374005,"polisi membubarkan parade lgbt di istanbul, turki",pawai kebanggaan gay istanbul dipukul dengan gas air mata saat polisi turki mencoba memberlakukan larangan,6-jul-18
374832,logo jawapos.com dicatut untuk hoax,logo jawapos.com dicatut untuk hoax,7-feb-18
375041,ayooo ke musium gajah ada pameran budaya arab,"assalamuallaikum wr wb
ada info: ayooo ke musium gajah ada pameran budaya arab. dapat souvenir gratis al qur’an dari saudia arabia….poster mesjid nabawi dan masjidil haram….makan berbagai kurma sepuasnya…bs bw pl diijinkan.. jgn lupa bw plastik kecil kl pk tisue yg disediakan lengket…minum kopi arab dan zam2 disediakan….sp tgl 30 maret 2017..... ",28-dec-17
375053,ada yang tau kenapa di lengan kanan bagian atas seragam tentara turki bernomer 571?,"ada yang tau kenapa di lengan kanan bagian atas seragam tentara turki bernomer 571?
itulah tahun lahirnya baginda nabi kita muhammad ﷺ yakni 20 april 571.
selain itu tentara turki ustmani juga disebut dengan jaisy al-muhammadi atau tentara muhammad ﷺ
copas by muhammad ar razzy",25-dec-17
375566,yayasan miracle hope ingin membantu untuk mengobati penderita kanker jenis apapun,"rs gatot subroto jkt, sdh mulai ada pengobatan tumor ganas/ kanker cell cure, tlh berhasil menyembuhkan kanker stadium 4, tanpa operasi, tanpa chemo therapy…
 equipment tsb hibah oleh pemerintah jerman.
 teknologi tsb hanya ada di jerman dan indoesia
 buat teman-teman yg punya kerabat, atau teman yg saat ini menderita kanker dan sudah tidak mempunyai dana lagi.
 yayasan miracle hope ingin membantu untuk mengobati penderita kanker jenis apapun....",24-sep-17
375646,meragukan ahok di dalam penjara,"katanya di kandangin katanya di buii katanya di hukum 2.tahun ko kaya ada di luar siihh
 .
 .dimana sebenar nya????”",21-aug-17
375849,pengendara gojek ditabrak lari oleh sopir angkot di tangerang,"para sopir angkot se tangerang! mohon ingat baik2, apakah kalian puas dengan melakukan hal ini kepada teman seperjuangan saya?? kaiian sudah mengambil rezeki temanku ini dan mengambil nyawanya pula!? kalian boleh berdemo, tetapi bukan begini caranya! yang kalian buat sekarang akan menambah masalah baru!! sekarang apakah kalian mau diperlakukan sama oleh para kita sopir online?? tolong berpikir!b siapapun sopir angkot yang menabrak temanku ini lebih baik cepat cepat mengakui dan menyerahkan diri.!! kepada sopir online gojek, secra pribadi saya sopir grab ikut turut berduka cita, mohon tidak melakukan tindakan anarki, mohon kita sebagai driver online setidaknya memberikan contoh yang baik, biar kita serahkan kepada pihak yang berwajib. salam satu aspal.",10-mar-17
376033,ktp pemilih digandakan untuk orang yang sama beretnis china,"ditemukan penggandaan ktp untuk pilkada, hati-hati! waspada kecurangan!",4-feb-17
376199,alfamart dan indomaret di beberapa tempat disinyalir berganti nama,alfamart dan indomaret di beberapa tempat disinyalir berganti nama,30-dec-16
376372,bayi ajaib non-muslim afrika yang mengislamkan ribuan orang,"syarifuddin khalifah kini telah dewasa, bayi ajaib non-muslim afrika
 
 kembali mengingat peristiwa tahun 90-an, dunia saat itu gempar dengan berita besar seorang bayi berumur 2 bulan dari keluarga katholik di afrika yang menolak dibaptis. “mama, unisibi baptize naamini kwa allah, na jumbe wake muhammad” (ibu, tolong jangan baptis saya. saya adalah orang yang beriman kepada allah dan rasulnya, muhammad)",27-nov-16
376596,": skandal keuangan tersebar, gubernur tokyo mengundurkan diri",gubernur tokyo yoichi masuzoe mengundurkan diri 1 minggu sejak isu skandal keuangannya menyebar.,19-jun-16
376817,"jokowi dituduh bodoh, salah cara dalam bersalaman dengan raja saudi.","hehe, selalu bisa tersenyum melihat tingkah laku pak jokowi. terimakasih pak sudah menghibur kami ditengah meleahnya rupiah dinegeri ini",12-sep-15
377031,himbauan dokter bernard mahfoudz,"untuk mencegah meluasnya virus corona, dokter bernard mahfoudz menghimbau agar warga tidak melaksanakan sholat jum’at berjamaah di hari sabtu",6-aug-20
